Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
external_long_Flavi_NS5B_1_Mammalia_3	26	9	254	19	45	51	102	40	43
external_long_Flavi_NS5B_1_Mammalia_4	91	0	506	0	0	79	149	0	153
external_long_Flavi_NS5B_1_Mammalia_5	45	0	318	0	0	0	142	0	96
external_long_Flavi_NS5B_1_Mammalia_6	90	0	511	0	0	105	120	0	193
external_long_Flavi_NS5B_1_Mammalia_7	44	0	337	0	101	57	105	0	50
external_long_Flavi_NS5B_1_Mammalia_8	77	0	378	0	0	77	0	0	112
external_long_Flavi_NS5B_1_Mammalia_9	107	0	351	0	0	0	138	0	121
external_long_Flavi_N_PRO_1_Mammalia_1	81	145	510	0	0	0	0	0	127
external_long_Flavi_N_PRO_1_Mammalia_2	71	0	292	0	122	0	0	53	90
external_long_Flavi_N_PRO_1_Mammalia_3	48	78	292	0	101	0	0	0	92
external_long_Flavi_N_PRO_1_Mammalia_4	0	0	141	0	51	0	49	0	22
external_long_Flavi_PREM_3_Aves_1	36	0	0	0	0	0	42	80	61
external_long_Flavi_PREM_3_Homo_sapiens_1	66	0	246	0	0	0	0	210	223
external_long_Flavi_PREM_3_Homo_sapiens_2	0	0	202	44	0	0	0	128	64
external_long_Flavi_PREM_3_Insecta_1	113	0	140	0	0	0	0	84	110
external_long_Flavi_PREM_3_Mammalia_1	0	0	0	0	53	0	0	101	17
external_long_Flavi_PREM_3_Unclassified_1	85	0	264	0	0	0	0	253	57
external_long_Flavi_PR_1_Insecta_1	0	0	0	0	111	0	0	33	24
external_long_Flavi_PR_1_Unclassified_1	0	0	37	0	107	0	0	0	0
external_long_Flavi_PUTATIVE_NS5A_PEPTIDE_1_Homo_sapiens_1	0	84	254	0	0	0	0	0	38
external_long_Flavi_PUTATIVE_X_PEPTIDE_1_Homo_sapiens_1	0	0	0	0	46	0	79	0	10
external_long_Flavi_RNASE_1_Mammalia_1	0	0	703	0	0	78	0	0	258
external_long_Flavi_RNASE_1_Mammalia_2	0	0	834	0	0	0	0	0	211
external_long_Flavi_RNASE_1_Mammalia_3	64	0	670	0	0	0	0	0	99
external_long_Flavi_RNASE_1_Mammalia_4	0	0	407	0	0	49	94	0	135
external_long_Hanta_G2_1_Mammalia_1	18	32	50	18	0	0	0	0	0
external_long_Hanta_N_1_Aves_1	73	186	257	0	0	226	0	137	47
external_long_Hanta_N_1_Aves_2	68	137	162	24	53	153	55	195	6
external_long_Hanta_N_1_Aves_3	0	148	197	39	0	169	78	119	0
external_long_Hanta_N_1_Homo_sapiens_1	0	0	304	0	0	104	155	134	0
external_long_Hanta_N_1_Mammalia_1	43	140	263	26	27	144	198	127	36
external_long_Hanta_N_1_Mammalia_2	0	95	246	0	0	175	78	107	0
external_long_Hanta_N_1_Mammalia_3	0	0	194	0	0	146	133	207	43
external_long_Hanta_N_1_Mammalia_4	22	214	560	36	5	319	160	266	54
external_long_Hanta_N_1_Mammalia_5	84	190	331	15	34	273	137	157	48
external_long_Hanta_N_1_Mammalia_6	0	0	332	88	0	162	213	270	0
external_long_Hanta_N_1_Mammalia_7	52	148	231	0	0	76	152	182	0
external_long_Hanta_N_1_Unclassified_1	0	88	135	0	0	117	105	122	0
external_long_Human_orthorubulavirus_2_Human_1	0	123	0	45	161	25	109	65	0
external_long_Human_orthorubulavirus_2_Human_2	0	256	107	40	119	0	50	67	0
external_long_Human_orthorubulavirus_2_Human_3	9	290	88	53	143	12	138	62	17
external_long_Human_orthorubulavirus_4_Human_1	67	564	365	57	160	63	220	242	12
external_long_Human_orthorubulavirus_4_Human_2	9	189	91	21	81	10	64	61	15
external_long_Human_orthorubulavirus_4_Human_3	0	183	0	32	83	21	0	62	0
external_long_InfluenzaAvirus_h3n2__Environment_1	0	0	56	0	31	0	40	0	0
external_long_InfluenzaAvirus_h3n2__Human_1	31	81	141	0	0	56	178	0	41
external_long_InfluenzaAvirus_h3n2__Human_2	27	0	147	0	0	60	202	80	36
external_long_InfluenzaAvirus_h3n2__Human_3	0	0	121	0	102	49	159	74	0
external_long_InfluenzaAvirus_h3n2__Human_4	0	59	68	0	99	35	126	107	0
external_long_InfluenzaAvirus_h3n2__Human_5	5	129	75	8	81	60	131	46	20
external_long_InfluenzaAvirus_h3n2__Human_6	0	104	0	0	168	54	166	45	0
external_long_InfluenzaAvirus_h3n2__Human_7	0	0	275	0	0	52	126	66	0
external_long_InfluenzaAvirus_h3n2__Human_8	63	0	97	0	0	25	142	61	0
external_long_InfluenzaAvirus_h3n2__Sus_scrofa_1	0	0	28	0	0	0	80	21	12
external_long_InfluenzaAvirus_h3n2__Swine_1	0	0	179	0	0	32	119	73	107
external_long_InfluenzaAvirus_h3n2__Swine_2	17	0	71	0	0	69	43	76	43
external_long_InfluenzaAvirus_h5n1__Anas_platyrhynchos_1	32	0	42	0	28	0	37	0	10
external_long_InfluenzaAvirus_h5n1__Anas_sp._1	31	0	105	0	0	0	30	17	10
external_long_InfluenzaAvirus_h5n1__Avian_1	131	79	231	0	0	0	158	0	0
external_long_InfluenzaAvirus_h5n1__Cairina_moschata_1	8	0	29	0	33	0	43	16	0
external_long_InfluenzaAvirus_h5n1__Chicken_1	64	36	137	6	54	23	127	58	26
external_long_InfluenzaAvirus_h5n1__Chicken_2	84	122	213	18	28	9	75	28	19
external_long_InfluenzaAvirus_h5n1__Chicken_3	74	50	122	3	80	27	168	36	4
external_long_InfluenzaAvirus_h5n1__Chicken_4	91	0	166	0	101	0	134	0	39
external_long_InfluenzaAvirus_h5n1__Chicken_5	31	0	72	0	0	0	30	39	14
external_long_InfluenzaAvirus_h5n1__Duck_1	98	0	182	0	0	0	149	0	63
external_long_InfluenzaAvirus_h5n1__Duck_2	62	66	185	0	0	0	143	62	0
external_long_InfluenzaAvirus_h5n1__Duck_3	47	0	112	0	45	0	57	0	0
external_long_InfluenzaAvirus_h5n1__Environment_1	18	50	125	34	57	17	44	9	52
external_long_InfluenzaAvirus_h5n1__Gallus_gallus_1	0	32	64	0	29	9	44	0	0
external_long_InfluenzaAvirus_h5n1__Goose_1	37	0	51	0	0	0	61	0	28
external_long_InfluenzaAvirus_h5n1__Human_1	60	0	95	0	53	0	96	35	0
external_long_InfluenzaAvirus_h5n1__Other_avian_1	41	0	66	0	39	0	23	0	20
external_long_Lyssavirus_rabies_Bat_1	58	98	379	0	0	0	138	69	0
external_long_Lyssavirus_rabies_Bat_2	101	174	810	40	53	33	259	38	76
external_long_Lyssavirus_rabies_Cat_1	0	0	304	0	0	37	45	60	31
external_long_Lyssavirus_rabies_Cow_1	75	0	464	0	0	102	95	0	122
external_long_Lyssavirus_rabies_Dog_1	60	87	444	0	0	0	0	0	114
external_long_Lyssavirus_rabies_Dog_2	62	0	369	0	0	29	115	50	101
external_long_Lyssavirus_rabies_Dog_3	53	31	277	8	45	15	117	3	68
external_long_Lyssavirus_rabies_Dog_4	67	9	411	10	95	14	147	33	87
external_long_Lyssavirus_rabies_Dog_5	49	0	338	0	0	0	50	70	70
external_long_Lyssavirus_rabies_Dog_6	32	64	458	11	7	31	20	25	115
external_long_Lyssavirus_rabies_Dog_7	90	0	536	0	0	40	90	0	128
external_long_Lyssavirus_rabies_Ferret_1	83	228	670	0	0	61	0	0	77
external_long_Lyssavirus_rabies_Fox_1	85	97	425	0	0	61	0	0	94
external_long_Lyssavirus_rabies_Fox_2	58	7	225	10	50	32	64	12	60
external_long_Lyssavirus_rabies_Fox_3	29	0	347	52	0	0	83	0	72
external_long_Lyssavirus_rabies_Horse_1	52	0	210	0	0	22	0	0	78
external_long_Lyssavirus_rabies_Human_1	70	30	370	2	66	9	114	70	52
external_long_Lyssavirus_rabies_Human_2	31	0	203	22	0	0	59	0	54
external_long_Lyssavirus_rabies_Mongoose_1	58	0	325	0	0	0	62	101	95
external_long_Lyssavirus_rabies_Mongoose_2	65	77	310	0	0	0	0	35	79
external_long_Lyssavirus_rabies_Mouse_1	0	0	345	46	0	60	90	58	173
external_long_Lyssavirus_rabies_Mouse_2	47	0	496	50	0	0	108	0	88
external_long_Lyssavirus_rabies_Raccoon_Dog_1	31	0	115	0	0	11	26	24	20
external_long_Lyssavirus_rabies_Red_Fox_1	37	16	281	4	29	30	47	15	39
external_long_Lyssavirus_rabies_Skunk_1	58	63	322	15	11	37	75	13	107
external_long_Lyssavirus_rabies_Western_pipistrelle_1	24	0	61	0	0	0	38	42	30
external_long_Lyssavirus_rabies_White-Tufted-Ear_Marmoset_1	52	0	331	0	109	56	93	0	126
external_long_Lyssavirus_rabies_White-Tufted-Ear_Marmoset_2	15	0	143	0	0	20	58	0	56
external_long_Lyssavirus_rabies_White-nosed_coati_1	0	123	256	37	77	27	77	0	62
external_long_Mumps_orthorubulavirus_Human_1	59	93	491	48	100	32	178	21	67
external_long_Mumps_orthorubulavirus_Human_2	46	49	237	11	16	11	92	44	17
external_long_Mumps_orthorubulavirus_Human_3	24	112	296	26	38	35	92	46	16
external_long_Mumps_orthorubulavirus_Human_4	73	9	336	22	139	15	197	47	82
external_long_Paramyxo_F_1_Homo_sapiens_1	50	0	152	0	0	0	83	0	36
external_long_Paramyxo_F_3_Aves_1	0	71	216	0	0	0	51	0	0
external_long_Paramyxo_G_1_Homo_sapiens_1	42	0	370	0	0	0	0	0	106
external_long_Paramyxo_G_1_Homo_sapiens_2	0	0	275	0	0	73	0	81	66
external_long_Paramyxo_G_3_Homo_sapiens_1	0	132	722	0	0	0	0	0	0
external_long_Paramyxo_HN_1_Actinopterygii_1	61	23	75	7	50	3	28	8	45
external_long_Paramyxo_HN_1_Aves_1	96	201	162	50	0	0	207	97	0
external_long_Paramyxo_HN_1_Aves_2	75	93	108	35	62	18	27	75	36
external_long_Paramyxo_HN_1_Aves_3	98	0	216	0	100	0	87	0	59
external_long_Paramyxo_HN_1_Aves_4	133	0	155	0	128	0	58	0	60
external_long_Paramyxo_HN_1_Aves_5	201	0	514	0	152	0	142	0	99
external_long_Paramyxo_HN_1_Aves_6	136	0	342	51	120	0	117	0	85
external_long_Paramyxo_HN_1_Aves_7	262	360	527	168	458	17	265	274	109
external_long_Paramyxo_HN_1_Aves_8	92	0	236	0	86	0	60	0	37
external_long_Paramyxo_HN_1_Aves_9	23	23	50	0	0	0	0	0	9
external_long_Paramyxo_HN_1_Homo_sapiens_1	47	56	234	37	0	0	96	0	53
external_long_Paramyxo_HN_1_Homo_sapiens_2	38	109	175	0	0	0	116	0	0
external_long_Paramyxo_HN_1_Mammalia_1	101	98	399	0	0	0	122	66	83
external_long_Paramyxo_HN_1_Unclassified_1	0	0	20	0	37	11	0	0	25
external_long_Paramyxo_H_1_Homo_sapiens_1	0	0	105	0	33	0	20	0	16
external_long_Paramyxo_H_1_Mammalia_1	73	132	259	0	0	0	97	0	37
external_long_Paramyxo_H_2_Mammalia_1	0	0	71	0	0	27	70	18	0
external_long_Paramyxo_L_1_Aves_1	32	0	67	0	63	24	64	0	0
external_long_Paramyxo_L_1_Homo_sapiens_1	191	0	238	0	0	0	214	58	0
external_long_Paramyxo_M2_1_Homo_sapiens_1	0	59	56	0	53	0	68	33	21
external_long_Paramyxo_M2_2_Homo_sapiens_1	9	0	0	0	0	12	51	13	18
external_long_Paramyxo_M2_3_Homo_sapiens_1	0	0	48	0	0	0	84	63	0
external_long_Paramyxo_M_1_Actinopterygii_1	47	0	54	0	44	0	0	17	0
external_long_Paramyxo_M_1_Homo_sapiens_1	27	0	92	0	0	54	83	21	0
external_long_Paramyxo_M_1_Mammalia_1	22	101	139	77	145	92	106	108	19
external_long_Paramyxo_M_1_Mammalia_2	120	63	342	49	38	67	150	110	37
external_long_Paramyxo_M_1_Mammalia_3	25	50	68	0	82	52	61	63	0
external_long_Paramyxo_M_1_Unclassified_1	81	54	0	0	108	36	74	69	0
external_long_Paramyxo_M_2_Aves_1	20	0	38	0	47	10	44	0	27
external_long_Paramyxo_M_5_Homo_sapiens_1	38	89	291	0	0	35	0	51	0
external_long_Paramyxo_M_5_Mammalia_1	62	130	124	27	201	54	124	194	26
external_long_Paramyxo_M_6_Aves_1	56	32	146	11	108	40	72	114	24
external_long_Paramyxo_M_6_Aves_2	60	142	435	36	73	47	94	79	39
external_long_Paramyxo_M_6_Aves_3	96	118	390	0	155	0	0	0	0
external_long_Paramyxo_M_6_Aves_4	59	99	330	0	0	32	0	0	0
external_long_Paramyxo_M_6_Aves_5	120	286	278	0	0	0	0	290	0
external_long_Paramyxo_M_6_Aves_6	25	0	132	0	0	0	0	0	0
external_long_Paramyxo_NS1_1_Homo_sapiens_1	17	65	39	0	0	0	101	21	0
external_long_Paramyxo_NS2_1_Homo_sapiens_1	0	0	85	0	0	47	83	0	17
external_long_Paramyxo_N_1_Homo_sapiens_1	147	0	122	0	0	238	0	0	41
external_long_Paramyxo_P_1_Aves_1	34	0	177	0	0	28	0	0	70
external_long_Paramyxo_P_3_Homo_sapiens_1	53	0	231	0	109	34	0	0	64
external_long_Paramyxo_P_V_W_C_1_Mammalia_1	2	235	174	25	143	20	52	73	32
external_long_Paramyxo_P_V_W_C_1_Unclassified_1	0	77	92	10	53	0	0	0	0
external_long_Paramyxo_SH_1_Homo_sapiens_1	9	31	38	0	0	0	69	0	0
external_long_Paramyxo_SH_2_Homo_sapiens_1	32	0	238	0	0	0	0	46	28
external_long_Peribunya_L_1_Arachnida_1	0	809	0	491	692	240	0	289	0
external_long_Peribunya_L_1_Arachnida_2	0	568	0	530	664	204	230	266	0
external_long_Peribunya_L_1_Arachnida_3	0	565	0	348	634	244	0	249	0
external_long_Peribunya_M_1_1_Homo_sapiens_1	971	86	202	322	82	1033	58	34	27
external_long_Peribunya_M_1_1_Homo_sapiens_2	735	0	0	628	0	1211	0	0	0
external_long_Peribunya_M_1_1_Homo_sapiens_3	130	0	0	0	0	169	63	0	0
external_long_Peribunya_M_1_1_Insecta_1	972	195	223	1352	652	2782	422	222	7
external_long_Peribunya_M_1_1_Insecta_2	395	0	0	397	0	954	0	0	0
external_long_Peribunya_M_1_1_Insecta_3	326	89	100	262	154	565	51	12	8
external_long_Peribunya_M_1_1_Insecta_4	1931	188	92	381	287	2276	273	152	77
external_long_Peribunya_M_1_1_Insecta_5	434	0	281	230	298	956	0	0	0
external_long_Peribunya_M_1_1_Insecta_6	1521	0	736	586	0	1643	0	0	0
external_long_Peribunya_M_1_1_Insecta_7	844	295	309	2094	750	3773	413	191	23
external_long_Peribunya_M_1_1_Mammalia_1	146	0	230	549	0	1223	0	0	0
external_long_Peribunya_M_1_1_Mammalia_10	507	0	82	0	0	109	0	0	0
external_long_Peribunya_M_1_1_Mammalia_2	813	0	0	321	0	878	0	0	0
external_long_Peribunya_M_1_1_Mammalia_3	797	0	0	0	0	1097	0	0	0
external_long_Peribunya_M_1_1_Mammalia_4	573	0	0	564	383	266	0	0	0
external_long_Peribunya_M_1_1_Mammalia_5	0	0	0	458	479	1012	0	0	0
external_long_Peribunya_M_1_1_Mammalia_6	1124	0	0	572	0	999	0	0	0
external_long_Peribunya_M_1_1_Mammalia_7	272	0	0	577	0	763	245	0	0
external_long_Peribunya_M_1_1_Mammalia_8	657	0	0	968	0	1389	0	0	0
external_long_Peribunya_M_1_1_Mammalia_9	584	0	0	229	0	1003	0	0	0
external_long_Peribunya_M_1_1_Unclassified_1	607	0	0	0	0	993	206	0	0
external_long_Peribunya_M_1_1_Unclassified_2	200	0	43	0	0	0	0	0	0
external_long_Peribunya_NSS_1_Aves_1	0	84	62	0	124	0	0	29	0
external_long_Peribunya_NSS_1_Homo_sapiens_1	0	57	192	0	66	0	67	0	0
external_long_Peribunya_NSS_1_Insecta_1	5	158	151	10	177	4	108	4	18
external_long_Peribunya_NSS_1_Insecta_2	0	214	224	0	119	0	90	0	0
external_long_Peribunya_NSS_1_Insecta_3	0	187	283	0	0	0	117	0	36
external_long_Peribunya_NSS_1_Insecta_4	0	70	262	0	0	0	62	0	0
external_long_Peribunya_NSS_1_Mammalia_1	0	282	288	0	161	0	122	0	0
external_long_Peribunya_NSS_1_Mammalia_2	0	171	156	0	107	0	64	0	0
external_long_Peribunya_NSS_1_Unclassified_1	0	365	318	0	211	0	100	0	67
external_long_Peribunya_RDRP_1_1_Aves_1	1588	0	0	873	0	1113	0	0	0
external_long_Peribunya_RDRP_1_1_Aves_2	500	15	58	467	431	1020	135	48	50
external_long_Peribunya_RDRP_1_1_Aves_3	1578	0	0	1745	1428	2423	0	0	0
external_long_Peribunya_RDRP_1_1_Aves_4	484	0	102	0	0	268	0	0	0
external_long_Peribunya_RDRP_1_1_Homo_sapiens_1	2957	0	0	429	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Homo_sapiens_2	1117	0	217	0	0	315	260	0	0
external_long_Peribunya_RDRP_1_1_Homo_sapiens_3	4203	0	606	0	772	1129	723	0	0
external_long_Peribunya_RDRP_1_1_Homo_sapiens_4	1547	0	0	0	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_1	1118	0	0	2031	0	1229	466	0	0
external_long_Peribunya_RDRP_1_1_Insecta_10	7425	216	360	4687	1375	1653	1447	330	41
external_long_Peribunya_RDRP_1_1_Insecta_11	3314	64	79	828	326	719	593	200	37
external_long_Peribunya_RDRP_1_1_Insecta_12	1589	0	373	615	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_13	2778	0	445	0	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_14	898	0	254	0	314	0	283	0	0
external_long_Peribunya_RDRP_1_1_Insecta_15	1458	0	215	0	0	365	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_16	2425	119	150	1482	12	1237	195	52	49
external_long_Peribunya_RDRP_1_1_Insecta_17	1732	0	407	485	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_18	3493	386	65	2255	798	1838	460	185	47
external_long_Peribunya_RDRP_1_1_Insecta_19	2150	0	504	1270	0	1616	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_2	2385	0	501	344	852	1209	668	0	0
external_long_Peribunya_RDRP_1_1_Insecta_3	1077	37	5	705	287	286	181	76	19
external_long_Peribunya_RDRP_1_1_Insecta_4	933	34	125	655	507	138	332	40	4
external_long_Peribunya_RDRP_1_1_Insecta_5	1152	0	0	397	515	0	390	0	0
external_long_Peribunya_RDRP_1_1_Insecta_6	6502	223	449	1506	1800	2045	1578	405	6
external_long_Peribunya_RDRP_1_1_Insecta_7	2693	0	0	1500	0	0	0	0	0
external_long_Peribunya_RDRP_1_1_Insecta_8	250	0	0	0	560	208	259	143	0
external_long_Peribunya_RDRP_1_1_Insecta_9	914	0	257	654	0	0	395	0	0
external_long_Peribunya_RDRP_1_1_Mammalia_1	2705	115	126	1314	1076	1128	566	176	49
external_long_Peribunya_RDRP_1_1_Mammalia_2	822	0	302	227	0	343	222	0	0
external_long_Peribunya_RDRP_1_1_Mammalia_3	4219	285	1	1923	264	1472	444	39	36
external_long_Peribunya_RDRP_1_1_Mammalia_4	9043	240	601	3316	243	2341	581	52	165
external_long_Peribunya_RDRP_1_1_Unclassified_1	1093	0	0	549	609	0	498	0	0
external_long_Peribunya_RDRP_1_1_Unclassified_2	4372	225	252	1892	524	1840	573	137	70
external_long_Peribunya_RDRP_1_1_Unclassified_3	3996	479	85	2340	764	1995	453	207	81
external_long_Phenui_GC_1_Homo_sapiens_1	65	68	203	0	0	0	0	129	26
external_long_Phenui_GN_2_Homo_sapiens_1	42	0	227	0	0	0	0	165	28
external_long_Phenui_L_1_Arachnida_1	31	700	128	168	63	143	48	468	79
external_long_Phenui_L_1_Arachnida_2	0	541	149	58	0	73	0	293	128
external_long_Phenui_L_1_Arachnida_3	131	1084	0	114	0	0	0	473	0
external_long_Phenui_L_1_Arachnida_4	94	674	236	29	27	143	51	329	76
external_long_Phenui_L_1_Arachnida_5	369	3265	1000	515	0	596	0	2187	373
external_long_Phenui_L_1_Arachnida_6	16	0	41	0	0	0	34	35	0
external_long_Phenui_L_1_Homo_sapiens_1	41	203	255	0	0	0	71	0	135
external_long_Phenui_L_1_Homo_sapiens_2	0	1394	626	0	0	176	0	481	185
external_long_Phenui_L_1_Homo_sapiens_3	0	217	274	0	0	0	0	93	106
external_long_Phenui_L_1_Homo_sapiens_4	245	948	622	0	0	97	0	508	364
external_long_Phenui_L_1_Homo_sapiens_5	163	260	278	0	0	80	218	326	265
external_long_Phenui_L_1_Insecta_1	0	559	206	130	0	145	0	324	195
external_long_Phenui_L_1_Insecta_2	58	712	10	87	20	65	90	355	99
external_long_Phenui_L_1_Insecta_3	43	1022	15	37	45	92	50	343	76
external_long_Phenui_L_1_Insecta_4	432	3150	743	0	0	343	438	1600	739
external_long_Phenui_L_1_Insecta_5	0	1477	355	274	0	246	0	937	174
external_long_Phenui_L_1_Insecta_6	64	496	71	39	63	64	119	151	260
external_long_Phenui_L_1_Mammalia_1	0	747	0	89	193	116	0	330	71
external_long_Phenui_L_1_Mammalia_2	0	1356	0	213	0	246	0	550	0
external_long_Phenui_L_1_Mammalia_3	0	830	0	123	0	114	247	382	80
external_long_Phenui_L_1_Mammalia_4	45	117	290	0	0	0	0	0	175
external_long_Phenui_L_1_Unclassified_1	309	2283	705	243	0	308	0	1277	345
external_long_Phenui_NSS_1_Homo_sapiens_1	11	83	112	0	0	0	0	0	45
external_long_Phenui_NSS_3_Insecta_1	8	48	30	0	0	10	31	24	0
external_long_Phenui_NS_1_Homo_sapiens_1	58	93	33	75	144	3	137	54	19
external_long_Phenui_NS_1_Insecta_1	97	126	0	67	182	0	71	94	0
external_long_Phenui_NS_3_Arachnida_1	56	178	92	0	0	0	0	190	56
external_long_Phenui_N_1_Arachnida_1	73	191	0	0	190	51	0	263	0
external_long_Phenui_N_1_Homo_sapiens_1	0	121	241	0	0	0	0	291	99
external_long_Phenui_N_1_Insecta_1	9	193	71	48	124	55	46	213	124
external_long_Phenui_N_1_Insecta_2	0	350	0	0	0	0	0	499	0
external_long_Phenui_N_1_Mammalia_1	122	215	0	0	0	0	0	326	53
external_long_Phenui_N_1_Unclassified_1	0	0	106	29	0	0	0	134	36
external_long_Picorna_1B_VP2__1_Aves_1	0	0	0	0	38	66	20	0	24
external_long_Picorna_1B_VP2__1_Mammalia_1	73	0	0	0	96	143	73	60	63
external_long_Picorna_1C_VP3__1_Mammalia_1	0	0	0	51	141	73	65	58	66
external_long_Picorna_1D_1_Mammalia_1	0	0	115	0	122	42	115	0	39
external_long_Picorna_1D_VP1__1_Aves_1	85	0	0	0	0	89	0	0	39
external_long_Picorna_1D_VP1__1_Homo_sapiens_1	0	0	46	0	55	0	36	0	32
external_long_Picorna_1D_VP1__1_Mammalia_1	89	110	0	0	143	222	0	0	101
external_long_Picorna_1D_VP1__2_Homo_sapiens_1	53	0	216	0	123	80	258	0	91
external_long_Picorna_1D_VP1__2_Homo_sapiens_2	0	0	150	0	130	33	210	0	107
external_long_Picorna_1D_VP1__2_Homo_sapiens_3	70	0	127	0	133	57	239	0	189
external_long_Picorna_1D_VP1__2_Homo_sapiens_4	43	2	104	2	67	64	206	65	82
external_long_Picorna_1D_VP1__3_Homo_sapiens_1	29	0	0	0	0	0	117	0	86
external_long_Picorna_2A_1_Mammalia_1	0	113	192	0	86	0	0	0	52
external_long_Picorna_2A_2_Homo_sapiens_1	34	168	242	24	31	54	389	46	113
external_long_Picorna_2A_2_Homo_sapiens_2	43	76	113	0	0	35	108	0	47
external_long_Picorna_2A_3_Mammalia_1	0	0	78	0	41	0	34	0	14
external_long_Picorna_2A_4_Homo_sapiens_1	0	39	79	0	0	23	58	0	46
external_long_Picorna_2A_5_Mammalia_1	59	0	133	29	0	0	99	0	64
external_long_Picorna_2A_6_Mammalia_1	0	29	33	0	48	0	0	0	0
external_long_Picorna_2B_10_Homo_sapiens_1	12	0	54	0	0	0	22	0	37
external_long_Picorna_2B_10_Unclassified_1	5	11	67	3	33	2	9	4	10
external_long_Picorna_2B_2_Homo_sapiens_1	0	0	225	80	168	0	139	73	63
external_long_Picorna_2B_3_Mammalia_1	0	0	108	0	0	0	0	104	237
external_long_Picorna_2B_4_Mammalia_1	27	0	51	0	0	0	33	31	0
external_long_Picorna_2B_6_Mammalia_1	0	0	87	0	0	0	114	0	35
external_long_Picorna_2C_11_Homo_sapiens_1	11	0	42	0	56	0	24	0	53
external_long_Picorna_2C_2_Mammalia_1	92	0	109	0	94	0	167	0	87
external_long_Picorna_2C_4_Homo_sapiens_1	34	0	189	0	0	0	131	0	45
external_long_Picorna_2C_7_Homo_sapiens_1	0	0	23	0	26	0	34	0	50
external_long_Picorna_2C_8_Homo_sapiens_1	52	0	289	0	0	0	80	0	110
external_long_Picorna_2C_9_Mammalia_1	0	0	525	0	0	0	0	393	130
external_long_Picorna_3A_1_Mammalia_1	0	115	149	0	0	0	0	0	82
external_long_Picorna_3A_2_Mammalia_1	41	0	406	0	0	0	0	203	0
external_long_Picorna_3A_2_Mammalia_2	31	0	366	0	0	0	0	104	41
external_long_Picorna_3A_2_Mammalia_3	0	0	308	0	0	0	72	240	47
external_long_Picorna_3A_2_Mammalia_4	0	0	224	0	122	0	0	99	95
external_long_Picorna_3A_2_Unclassified_1	0	0	170	0	0	0	0	158	62
external_long_Picorna_3A_4_Homo_sapiens_1	55	0	263	0	0	0	400	230	213
external_long_Picorna_3A_5_Mammalia_1	0	40	53	0	0	0	0	17	0
external_long_Picorna_3A_7_Homo_sapiens_1	0	0	204	0	201	45	132	0	0
external_long_Picorna_3A_8_Mammalia_1	0	0	72	0	51	0	0	0	0
external_long_Picorna_3B_2_Mammalia_1	40	0	246	0	195	0	0	0	0
external_long_Picorna_3B_2_Mammalia_2	7	0	57	0	32	0	0	0	0
external_long_Picorna_3B_VPG__1_Homo_sapiens_1	0	0	100	11	0	0	0	0	0
external_long_Picorna_3C_1_Mammalia_1	0	192	220	0	0	0	0	112	55
external_long_Picorna_3C_2_Homo_sapiens_1	0	0	326	0	289	219	352	246	0
external_long_Picorna_3C_2_Homo_sapiens_2	0	0	174	0	0	43	98	0	26
external_long_Picorna_3C_4_Mammalia_1	26	0	186	0	0	0	106	0	110
external_long_Picorna_3C_5_Mammalia_1	49	0	256	0	0	0	0	89	148
external_long_Picorna_3C_5_Mammalia_2	0	0	307	0	0	0	111	181	151
external_long_Picorna_3C_5_Mammalia_3	0	0	77	0	0	0	20	42	0
external_long_Picorna_3C_5_Unclassified_1	0	0	44	0	37	0	0	0	56
external_long_Picorna_3C_6_Homo_sapiens_1	0	0	136	0	0	0	66	31	29
external_long_Picorna_3C_6_Mammalia_1	0	0	34	0	51	25	24	0	49
external_long_Picorna_3C_6_Unclassified_1	28	0	31	0	42	0	43	32	17
external_long_Picorna_3C_7_Mammalia_1	29	95	163	13	131	23	1	49	152
external_long_Picorna_3C_7_Mammalia_2	0	0	127	0	0	0	0	37	48
external_long_Picorna_3D_10_Mammalia_1	0	38	38	0	75	28	0	0	59
external_long_Picorna_3D_11_Homo_sapiens_1	0	0	140	0	0	0	197	0	0
external_long_Picorna_3D_14_Homo_sapiens_1	30	0	59	0	0	0	38	65	42
external_long_Picorna_3D_15_Homo_sapiens_1	0	0	41	0	0	30	138	43	28
external_long_Picorna_3D_17_Homo_sapiens_1	0	0	42	0	87	0	0	0	12
external_long_Picorna_3D_1_Homo_sapiens_1	0	0	85	0	0	0	229	0	54
external_long_Picorna_3D_1_Unclassified_1	43	0	37	0	0	0	27	0	32
external_long_Picorna_3D_4_Homo_sapiens_1	46	47	78	10	108	21	85	105	250
external_long_Picorna_3D_4_Homo_sapiens_2	48	0	123	0	0	0	103	164	319
external_long_Picorna_3D_4_Homo_sapiens_3	31	0	138	0	171	42	0	0	316
external_long_Picorna_3D_4_Homo_sapiens_4	22	13	72	10	115	25	85	94	268
